id,review,date,rating
croc_review_5747,My daughter loves them and never takes them off.,"May 4, 2022",5.0
croc_review_5751,My daughter loves them there; it is just hard to keep them clean being so light.,"October 20, 2022",4.0
croc_review_5764,My daughter loves them; they fit her perfectly.,"April 22, 2022",5.0
croc_review_5752,My daughter loves them to go to the store and to school.,"December 17, 2021",5.0
croc_review_5756,"My daughter loves them, they fit true to size. The whist ones get dirty really quick, but that's to be expected.","November 28, 2022",5.0
croc_review_5765,My daughter loves them; we have been fans since they first came out.,"June 1, 2021",5.0
croc_review_5761,My daughter loves them. The fit is okay even though she's a half size smaller. She can run in them with the band or use them as slides if she puts the band up. She loves the color too!,"March 7, 2023",5.0
croc_review_5759,My daughter loves them. She said they are so comfortable!,"April 26, 2021",5.0
croc_review_5767,My daughter loves these Crocs. They fit true to size and are very comfortable. They are exactly what she wanted.,"June 27, 2022",5.0
croc_review_5766,My daughter loves these Crocs. She was excited to get them so she could get Croc pegs.,"May 12, 2022",5.0
croc_review_5768,My daughter loves these for after soccer!,"September 5, 2022",5.0
croc_review_5772,My daughter loves these. The color is great!,"April 12, 2021",5.0
croc_review_5771,My daughter loves these. She wears them all the time.,"July 17, 2022",5.0
croc_review_5770,My daughter loves these shoes. They are so comfortable.,"August 4, 2021",5.0
croc_review_5773,My daughter loves this bright color and the comfortable fit! I love that they’re so easy to keep clean.,"May 18, 2022",5.0
croc_review_5774,My daughter loves this color! They fit great just like all the others!,"August 3, 2023",5.0
croc_review_5775,"My daughter loves to bling out her crocs, and they are comfy!","April 13, 2021",5.0
croc_review_5776,My daughter loves to wear her new crocs.,"May 2, 2021",5.0
croc_review_5731,"My daughter loves her crocs, they are comfortable and lovely!","April 5, 2022",5.0
croc_review_5777,"My daughter makes sure she wears these only inside only, lol.","April 4, 2021",5.0
croc_review_5778,My daughter mentions how wearing CROCS is like walking on clouds.,"October 19, 2022",5.0
croc_review_5779,"My daughter needed a bigger size, so she got a new pair for her birthday. She will probably still wear both pairs as she is somewhat in between sizes.","July 18, 2021",5.0
croc_review_5780,My daughter needed a new pair for school. She loves her Crocs. She wears them everywhere.,"September 1, 2021",5.0
croc_review_5781,"My daughter needed an easy to wear shoe after her knee surgery, and these fit the bill. She loves them and says they're super comfy. It makes us giggle every time she puts them on because, let's be real, it is an adorably unattractive shoe, but it's practical. **Sizing: 8 sneaker with a sliiightly wide foot. The sz 8 croc length fit pretty exact to the foot. With full weight on the step, it had ""space until the heel hit the edge. Toes have plenty of wiggle room, considering the width and shape of the toebox, it gives enough space so the foot isn't slipping & toe tips aren't hitting the shoe when walking or standing. ""Sport mode"" is comfortable & doesn't push the foot inward or rub). Overall, a great shoe.","November 14, 2021",5.0
croc_review_5782,"My daughter really liked this color of the Crocs. She has like over 10 pairs of them, and she picks them up everywhere.","November 12, 2022",5.0
croc_review_5783,"My daughter really likes the powder blue color, the comfort, and the style.","December 27, 2021",5.0
croc_review_5784,My daughter really loves the color.,"December 24, 2021",5.0
croc_review_5785,My daughter really loves these Crocs.,"July 10, 2022",5.0
croc_review_5786,"My daughter urged me to finally buy them. I did. I LOVE THEM! Totally comfortable. I'm a big and tall guy; they had my shoe size. The best investment I could ever make, thinking about getting another pair.","June 4, 2022",5.0
croc_review_5788,My daughter uses these color crocs on Fridays for school. I love them and decided I'm getting a pair for myself.,"May 9, 2023",5.0
croc_review_5789,"My daughter walks to and from school in the crocs, and they provide great comfort for her.","June 3, 2021",5.0
croc_review_5791,"My daughter wanted me to get crocs that matched hers. This is my 9th pair of crocs, and I just love them.","April 16, 2021",5.0
croc_review_5792,"My daughter wanted orange crocs for her State swim meet (her school colors are orange and black!) she felt like they would bring her luck and be super awesome. She already owns several pairs of crocs, but I thought ""what's one more!"" Well, she ended up WINNING the Texas 6A Championship in the 100 butterfly AND setting a new school record. I'd say they did the trick! Thank you for making fun and comfortable shoes that my swimmers love them!","March 3, 2022",5.0
croc_review_5793,My daughter wanted something to go with everything so she could wear them everywhere.,"February 19, 2023",5.0
croc_review_5794,"My daughter wanted these for her birthday, and she was beyond excited when she opened them.","July 17, 2021",5.0
croc_review_5795,"My daughter wanted to replace her outgrown Crocs, so I ordered them on Zappos. For a growing girl, I wanted the slippers to have some growing space, and the 1st pair didn't have any, so I ordered a 2nd pair, which was just right. They're exactly what she wanted and came perfectly on time. I now have to return the 1st pair, so I'm going to print the label and bring the box to my UPS store, so enjoy!","June 25, 2012",5.0
croc_review_5796,My daughter was so happy to receive her purchase.,"August 27, 2023",5.0
croc_review_5798,"My daughter wears crocs all the time; it was time to buy myself a pair, and I LOVE them.","May 4, 2021",5.0
croc_review_5799,"My daughter wears size 11, but they don't look as big as they seem on her feet. She loves them!","May 9, 2022",4.0
croc_review_5800,"My daughter wears them to work, which makes being on her feet all day easier! Cute color and easy to clean.","July 10, 2023",5.0
croc_review_5801,My daughter wears these ALL DAY LONG and loves them so much!! She says they are super comfy and the purple is absolutely adorable!,"March 26, 2021",5.0
croc_review_5802,"My daughter wears these crocs for her travel softball team. They match well with their colors, and the shoe fits her well!","November 1, 2022",5.0
croc_review_5803,My daughter wears these to school everyday.,"October 16, 2021",5.0
croc_review_5804,My daughter wore these to the prom.,"May 23, 2021",5.0
croc_review_5805,"My daughter works at the clinic, and she loves every one of them; they were her Christmas present.","November 6, 2022",5.0
croc_review_5806,"My daughter's feet grew incredibly quick this past year, and I am glad I was able to score them for a discounted price for her birthday.","March 9, 2022",5.0
croc_review_5807,"My daughter, 45 yrs old, loves the bright colors. The shoes do glow in the dark :)","February 22, 2023",5.0
croc_review_5808,"My daughters first pair, and she absolutely loves them!","January 17, 2022",5.0
croc_review_5809,My daughters love crocs. I'd buy every color if I could afford to. They make sporting events easier as they can slip on their crocs until game time. They like wearing them to school as well.,"December 20, 2021",5.0
croc_review_5810,"My daughters really like these shoes. I feel like they run small. They both wear a size 9 in shoes but need a size 10 in crocs. To me, they also feel pricy, but the girls do wear them often.","November 16, 2021",4.0
croc_review_5811,My elderly uncle is very happy with his new pair of crocs.,"December 17, 2021",5.0
croc_review_5812,My everyday shoes have many pairs.,"June 26, 2023",5.0
croc_review_5813,My everyday work shoes for 8+ hours & always are comfortable!,"May 26, 2021",5.0
croc_review_5814,"My expectations were too high after reading the book, and that is the only reason I was disappointed. I ordered them on Saturday, May 26th, thinking I would have them for the next weekend, but they didn't arrive until Tuesday of the following week. The holiday was in there, and I got what I paid for, so I can't really complain.","June 26, 2012",4.0
croc_review_5815,"My experience was great, the product was exactly what I wanted, and my grandaughter is going to love the color!","December 6, 2021",5.0
croc_review_5816,"My experience was great. I bought these Crocs for my son, and he has been wearing them ever since.","May 7, 2021",5.0
croc_review_5817,"My experience was very good. My crocs shipped fast, and they are comfortable.","September 16, 2021",5.0
croc_review_5818,"My family is wild about crocs. Every purchase is loved and worn. What I really need to express is the fantastic customer services provided by crocs. I had problems with my order that was my fault, and the representatives were courteous, understanding, and resolved the problem.","November 3, 2022",5.0
croc_review_5820,My family loves it. It's comfortable and nice.,"August 30, 2021",5.0
croc_review_5819,"My family loves Crocs loves. I even took my husband to the mall to get a pair. In the last three months, I have purchased 5 pairs, and everyone is very happy with them. Thank you","February 23, 2023",5.0
croc_review_5821,"My family really likes crocs - easy on and off for garden, pool, and poop patrols outside. So easy to wash and not worry about tracking anything in. A little disappointed with last purchase 3 mos ago; strap already broke. Back to buy replacement, hopefully they will last longer this time.","August 31, 2021",3.0
croc_review_5822,My father loved his new shoes.,"April 14, 2021",5.0
croc_review_5829,"My favorite color, and they're super cute and comfortable.","March 21, 2021",5.0
croc_review_5827,My favorite color in the classic crocs.,"April 24, 2021",4.0
croc_review_5828,"My favorite color is yellow, so these make me feel so good plus I bought Post Malone themed charms, ugh, I love it!","May 14, 2021",5.0
croc_review_5831,My favorite design: I love the real tree print!,"May 5, 2021",5.0
croc_review_5832,My favorite go-to shoe and I LOVE this new color.,"February 26, 2022",5.0
croc_review_5833,My favorite go-to shoes are these. I wear them almost all day.,"October 4, 2021",5.0
croc_review_5834,My favorite goes perfectly with my poohbear jibbz and tee.,"May 31, 2021",5.0
croc_review_5835,My favorite pair so far!! I love the color.,"May 1, 2021",5.0
croc_review_5836,My favorite product is available in multiple colors.,"August 23, 2021",5.0
croc_review_5837,"My favorite shoe for wearing and being comfortable on my feet. Also, I wear leggings, jeans, dressy pants, and shirts.","March 10, 2022",5.0
croc_review_5838,My favorite shoe in my favorite color! So comfortable.,"April 10, 2022",5.0
croc_review_5840,My favorite shoes. They are very comfortable shoes. I have a rainbow of colors. Just buy them. You will be happy.,"May 24, 2021",5.0
croc_review_5839,"My favorite shoes, but my friend loves her new pair!","March 19, 2022",5.0
croc_review_5842,"My favorite so far!!! Sadly, they get dirty fast but are easy to clean and look as new! I just don't like how my socks stain the inside!","April 23, 2021",5.0
croc_review_5843,My favorite style. So much support.,"March 17, 2022",5.0
croc_review_5844,"My favorites, and they had them in the color like army green, which was so nice and fashionable. I'm into greens right now, but I didn't want a bright pair, and the army greens really stand out, and the classic ones are my favorite. I plan to use them in the winter time. I am very happy with them.","May 30, 2022",5.0
croc_review_5845,"My feet are 23.5 cm, and I ordered women's size 7. They were too big, so I gave them to my roommate. The women's size 6 were a much better fit for me.","May 26, 2022",5.0
croc_review_5846,"My feet are a little wide anyway, so the fit is great for me. I don't mind a little room........","October 12, 2019",5.0
croc_review_5847,My feet are happy. I love them.,"June 13, 2022",5.0
croc_review_5848,"My feet are so damaged from injuries and arthritis that I thought I was doomed to wearing bedroom slippers for the rest of my life. I saw a nurse at my doctor's office wearing Croc Clogs, and she said they're all she wears for work. I took a leap of faith and ordered a pair. When they arrived, I slipped my feet into them and...VOILA! No more going out in bedroom slippers. OK, so they're not stilettos, but I love them just the same.","May 8, 2021",5.0
croc_review_5849,"My feet are too narrow, and my toes jam against the front of the Croc. I do not recommend it.","December 16, 2021",1.0
croc_review_5850,My feet feel better in Crocs.,"July 4, 2022",5.0
croc_review_5851,"My feet have been so swollen this pregnancy, & these shoes saved the day!! So comfy and easy to wear!","April 25, 2021",5.0
croc_review_5852,My feet hurt when I stand for a long time. The Classic Clogs provide me with the support I need. I love them!,"April 14, 2021",5.0
croc_review_5853,"My feet love Crocs, but sizing is not consistent depending on where they are manufactured. The Classic style varies in width; the ones from China are significantly wider than the ones from Vietnam and Mexico.","July 25, 2021",3.0
croc_review_5854,"My feet never sweat, but in these shoes, they sweat... I don't know why, but I love them anyways.","May 6, 2021",4.0
croc_review_5855,"My feet smell after a 12 hour shift, and the smell lingers; it doesn't air out. The color is cute, and they're convenient. I like them.","February 10, 2022",5.0
croc_review_5856,"My feet start to hurt; if you are diabetic or have foot problems, this is not for you. How do I get a refund?","January 17, 2022",1.0
croc_review_5858,"My feet tend to swell during the day, and these fit perfectly. I love them.","April 8, 2021",5.0
croc_review_5860,"My fianc is pretty rough on shoes, and he loves these because they are comfortable and durable!","April 4, 2021",5.0
croc_review_5861,"My fianc wears no other shoes now, only crocs. Same with myself; we love our crocs.","July 22, 2021",5.0
croc_review_5862,"My fianc works on his feet all day and has flat feet, and these shoes provide him with great relief and comfort. He could wear these everyday (and he does) lol.","October 29, 2021",5.0
croc_review_5863,"My first Crocks purchase, very pleased, very comfortable, and would recommend it. As advertised.","November 29, 2021",5.0
croc_review_5864,My first black pair and the go with everything and match all the charms. I have been wearing them every day.,"December 24, 2021",5.0
croc_review_5865,"My first crocs, and I can't believe I missed out years of comfort. I stand all day at work with stinky feet and insert soles for years. Now I just wear crocs, and my back pain and bunions are slowly going away. It's super soft!!! I will recommend them and will be buying more.","January 24, 2022",5.0
croc_review_5875,My first pair of Crocs! So comfy and perfect for my job.,"May 24, 2022",5.0
croc_review_5880,My first pair of Crocs. And they're awesome comfortable.,"May 5, 2021",5.0
croc_review_5866,"My first ever pair of Crocs, and I am so in love with them! My husband's been using Crocs for ages, and he loves his pair and thought I'd finally get one for myself, and no regrets! It's so light and sooo comfy, I wanna wear them all the time.","September 2, 2021",5.0
croc_review_5897,"My first pair, and I love how comfortable they are.","April 13, 2021",5.0
croc_review_5898,"My first pair, and I love them. They are comfortable and, most of all, don't slip on wet or snowy surfaces.","January 6, 2022",5.0
croc_review_5899,"My first pair, and they are comfortable.","January 25, 2022",5.0
croc_review_5867,My first pair of Classic Crocs did not disappoint. They are perfect for the garden.,"August 26, 2021",5.0
croc_review_5876,"My first pair of Crocs, I'm loving them. So comfortable.","May 30, 2021",5.0
croc_review_5868,"My first pair of Crocks ever, and I'm not really impressed. In order to wear these barefoot, you need to suck up the pain caused by the hundreds of tiny spikes molded into the foot bed.","April 27, 2021",3.0
croc_review_5879,"My first pair of Crocs, and my feet love them! I'm between a women's size 8 and 9, so I wear size 9 with thicker socks. I also bought a size 8 pair that is fine for wearing with thinner socks or barefoot.","February 21, 2022",5.0
croc_review_5870,"My first pair of Crocs ever! So comfortable, definitely not my last pair!","December 15, 2021",5.0
croc_review_5872,"My first pair of Crocs hit it out of the park for me. The summery blue is gorgeous, they're comfortable, and they're perfect for wearing on the boat or playing in the yard.","September 2, 2023",5.0
croc_review_5874,"My first pair of Crocs! So comfortable, I love the color. Gray is the new black!","August 30, 2021",5.0
croc_review_5873,My first pair of Crocs! I bought these to use as comfortable WFH shoes. I got so hooked that I purchased three more Classic Crocs in other colors - all within the same month! I'm a fan for life.,"May 7, 2021",5.0
croc_review_5881,"My first pair of crocs I ever tried on were my sister's, and being far along in my pregnancy, bending over and swollen feet were preventing me from wearing anything outside of my slides, but after wearing Crocs and getting that comfort, I am definitely getting more!","November 11, 2020",5.0
croc_review_5888,"My first pair of crocs, and I absolutely love them. I love how they make my sore feet feel. I'm definitely a fan. I even bought my hubs a pair also.","July 17, 2023",5.0
croc_review_5890,"My first pair of crocs, and I couldn't get a regular color! I love them so much! They're the most comfortable thing ever!","August 10, 2022",5.0
croc_review_5877,"My first pair of Crocs, and I love them.","March 17, 2021",5.0
croc_review_5891,"My first pair of crocs, and I'm sorry I waited so long to get them! I am obsessed; they are so comfortable.","April 12, 2021",5.0
croc_review_5883,"My first pair of crocs as an adult, and I love them. The color is perfect!! Barbz","May 14, 2021",5.0
croc_review_5885,My first pair of crocs but definitely not my last! I can't believe I waited so long!,"June 12, 2022",5.0
croc_review_5886,"My first pair of crocs were bought at a croc store, and they look and feel smaller. However, once I got used to the larger feel, I was content with my purchase.","August 20, 2021",5.0
croc_review_5887,"My first pair of crocs! At first, I thought they were too big, but then realized the roominess is part of the design, and it's such a nice feeling compared to the tight slippers I'm used to. I use these as house slippers and love love love them. So easy to slip on and off, and they've got good grip, easy to clean. I'm typically a half size, 7.5, so I went with 8, and they fit great as a slipper.","May 20, 2022",5.0
croc_review_5893,My first pair of crocs. I love them! Very comfortable and light. I will definitely buy them again.,"April 7, 2021",5.0
croc_review_5894,"My first pair of crocs. I've always said that they were ugly and didn't suit me, but once I tried them on, I didn't want to take them off.","February 12, 2022",5.0
croc_review_5895,My first pair of crocs. Love the color. The doctor suggested I get a pair due to having to have my legs wrapped and can't wear regular shoes. I wanted a pretty color.,"March 13, 2023",5.0
croc_review_5896,"My first pair of garden shoes wanted to be a bit shorter than I'd like, so I purchased down a half size. They are just a tad shorter than I'd like. I'm afraid if I had ordered up a half size, they would have been too big. I wish they came in half sizes.","July 5, 2021",3.0
croc_review_5900,My first pair. I love them. So easy and so comfy.,"May 27, 2021",5.0
croc_review_5901,My first pair. I really like them. Very comfortable!,"January 17, 2022",5.0
croc_review_5902,My first set of crocs. Super comfortable. They're a life saver when washing dishes and doing housework really helps your back. My only issue is the way they collect dirt and gravel on the bottom. I literally left a trail through my house.,"October 22, 2022",4.0
croc_review_5904,"My first time wearing Crocs, and I love them!! Sooo comfortable. I love them","August 29, 2021",5.0
croc_review_5905,"My flip flops were starting to get holes in them, and I thought I'd try something new. I was largely deciding between Chocos and Crocs, and Crocs ended up winning because Chocos are honestly kind of ugly to me and because Crocs are much lighter to wear and easier to slip on. I wasn't expecting the white bumps on the soles and was a little worried they'd be uncomfortable when I received them, but they're not bad - just something I have to get used to. I'm usually a 7.5 in women's sizes, and I ordered an 8, and they're perfect. My feet get a little sweaty in them tho, and the white ones definitely get dirty easily, but I don't regret getting white :) I only had them for a couple weeks but hope they last! :)","September 27, 2022",4.0
croc_review_5906,My friends love the Classic Crocs!!,"May 10, 2021",5.0
croc_review_5907,My girlfriend absolutely loves these and constantly wears them.,"May 4, 2021",5.0
croc_review_5908,"My girlfriend loved these as a Christmas gift. She liked my yellow ones so much, I decided to get her own pair. It was kind of a joke at first, but now she wears them all the time. We both think they're really comfortable and perfect for slipping on and off for quick trips outside. We basically wear them as slippers in the house.","January 12, 2022",5.0
croc_review_5910,"My girlfriend loves these. She had the exact same pair and wore them out. I bought this pair for her, and she loves them.","March 29, 2023",5.0
croc_review_5911,"My girlfriend never owned crocs, and I told her she would never go back after wearing them. She didn't believe me.. Now she never takes them off!! Even in the house!","March 23, 2021",5.0
croc_review_5912,"My girlfriend talked about wanting yellow crocs, and I immediately bought these for her, and she loved them! They were her first pair of crocs, so she initially thought that ""sports mode"" being tight meant that the shoes were too small for her, but after following my advice and letting them stretch out a bit, they fit her perfectly now!","March 30, 2023",5.0
croc_review_5913,"My girlfriend wears these when she goes out. She likes them a lot, and the color is good.","March 18, 2021",5.0
croc_review_5914,My go to around the house daily use,"October 26, 2022",5.0
croc_review_5915,My go to footwear. Super comfy and stylish.,"May 28, 2021",5.0
croc_review_5916,"My go to shoe, I have several pairs.","June 26, 2023",5.0
croc_review_5917,My go-to when working in the yard and running errands.,"March 14, 2022",5.0
croc_review_5918,My grand daughter loved them! She plays softball and loves wearing them between softball games.,"March 17, 2021",5.0
croc_review_5919,My grand daughter loves her new Crocs,"August 8, 2023",5.0
croc_review_5920,"My grand daughter loves the black, not the green.","August 10, 2022",5.0
croc_review_5921,"My grandaughter has over 15 pairs of crocs. She wanted another pair for Christmas, and she got it.","October 28, 2021",5.0
croc_review_5922,My grandchildren just started wearing these. Lol!! Thought they'd went out of style years ago. First pair for me at 68. Absolutely love them. Comfy.. supportive arch...,"April 24, 2021",5.0
croc_review_5923,My grandchildren love wearing their crocks! They literally have to outgrow them before they wear out.,"March 26, 2021",5.0
croc_review_5925,"My granddaughter is going to love her ""Designer Crocs.""","May 29, 2021",5.0
croc_review_5926,My granddaughter is very happy with them. Just the color she wanted. A perfect fit.,"July 9, 2023",5.0
croc_review_5927,My granddaughter just loves these. They are a very vibrant spring/summer color.,"April 12, 2021",5.0
croc_review_5928,My granddaughter just turned 12. She loves her crocs. This is her second pair.,"April 18, 2021",5.0
croc_review_5929,My granddaughter loved her crocs I purchased for her 10th birthday!,"July 28, 2021",5.0
croc_review_5930,My granddaughter loved her new crocs!,"April 12, 2022",5.0
croc_review_5932,"My granddaughter loved them, and the size was right, she stated they are very comfortable. My son in law is thinking about getting himself a pair.","March 16, 2021",5.0
croc_review_5931,My granddaughter loved them! I would definitely buy them again! The customer service is awesome!!,"May 1, 2022",5.0
croc_review_5933,My granddaughter loved them; it was a birthday gift.,"March 21, 2023",5.0
croc_review_5934,"My granddaughter loves her Crocs. So far, I have bought 3 for her. Pink lined, black, and these are the newest.","May 8, 2021",5.0
croc_review_5935,My granddaughter loves her new Crocs; I purchased two pairs.,"May 11, 2023",5.0
croc_review_5936,"My granddaughter loves the Crocs, but we need to exchange them for a larger size. How do we do that?","December 30, 2021",5.0
croc_review_5938,My granddaughter loves them and fits well.,"April 12, 2021",5.0
croc_review_5940,"My granddaughter loves them, so she hasn't taken them off.","August 29, 2021",5.0
croc_review_5939,"My granddaughter loves them so much. She lives in Summerville, SC and can almost be worn year-round.","March 15, 2021",5.0
croc_review_5941,My granddaughter loves them. Jibitz time!! Excellent product.,"March 28, 2022",5.0
croc_review_5942,My granddaughter loves these Crocs. She doesn't have to worry about them getting wet.,"May 16, 2023",5.0
croc_review_5946,My granddaughter loves these; white was her choice.,"July 6, 2021",5.0
croc_review_5943,My granddaughter loves these. Can't believe I found the color in her size.,"July 28, 2021",5.0
croc_review_5945,My granddaughter loves these. They are true to size. Fast delivery and good customer service.,"January 4, 2022",5.0
croc_review_5944,My granddaughter loves these. She has three pairs of Jordans but wears crocs to school every single day.,"November 29, 2021",5.0
croc_review_5947,"My granddaughter loves to wear her crocs to school or anywhere - white, orchid, and now yellow.","April 25, 2021",5.0
croc_review_5948,"My granddaughter picked out yellow Crocos for her 14th birthday, and they fit great and she loves the color.","June 30, 2021",5.0
croc_review_5949,My granddaughter wanted some new Crocs and opted for white. They are stupendous!,"December 22, 2021",5.0
croc_review_5950,"My granddaughter wanted these lilac crocs for Christmas, so I ordered them early. The color is very pretty, and she'll love them.","November 11, 2022",5.0
croc_review_5951,My granddaughter was very happy with her Crocs. She wears them everywhere.,"July 9, 2022",5.0
croc_review_5952,"My granddaughter was very happy. She loves them, and they are comfortable.","December 20, 2021",5.0
croc_review_5953,My granddaughter will enjoy these crocs for Easter. Perfect for casual wear and non-slip for work.,"February 22, 2023",5.0
croc_review_5954,"My granddaughters love...love their clogs. They are comfortable, easy on and off, so easy to maintain.","April 4, 2021",5.0
croc_review_5955,My grandma bought me my first pair and I love them.,"April 4, 2021",5.0
croc_review_5956,My grandma loves them literally wears them every day.,"April 27, 2022",5.0
croc_review_5957,My grandmother loves them; they fit her feet very comfortably.,"March 21, 2021",5.0
croc_review_5958,My grandson LOVES them!! They were delivered on time as scheduled.,"November 18, 2021",5.0
croc_review_5970,My grandson loves these!!! Easy placing the order arrived on time!!!,"August 1, 2023",5.0
croc_review_5959,My grandson absolutely loves his crocs.,"May 8, 2021",5.0
croc_review_5960,"My grandson chose them, and I bought them. He is very pleased!","October 25, 2022",5.0
croc_review_5972,"My grandson loves these, what else can I do?","February 21, 2023",5.0
croc_review_5961,My grandson loved the color! It's the same color as his race car! He was very happy. I'm sure he will wear them to the track at the next race.,"July 15, 2022",5.0
croc_review_5962,"My grandson loves Crocs, and this Cobalt Blue is his favorite! It keeps his feet happy.","October 10, 2022",5.0
croc_review_5963,My grandson loves his classic yellow crocs!!!,"December 23, 2021",5.0
croc_review_5964,"My grandson loves his new Crocs. Here, he received them for his birthday. He's Happy.","December 9, 2022",5.0
croc_review_5965,My grandson loves the comfort he gets when wearing his clogs.,"April 26, 2021",5.0
croc_review_5967,My grandson loves them! They are comfortable and versatile!,"August 2, 2021",5.0
croc_review_5966,My grandson loves them! Great for the lake!,"April 10, 2021",5.0
croc_review_5968,My grandson loves them. The size is perfect!!,"February 5, 2022",5.0
croc_review_5969,My grandson loves these Crocs. They are easy on and easy off.,"August 12, 2021",5.0
croc_review_5971,"My grandson loves these, so he picked out the color, & they were shipped promptly to him.","April 18, 2023",5.0
croc_review_5973,"My grandson picked the color, olive green, and with a few jibbitz, he loves it!","July 30, 2023",5.0
croc_review_5974,My grandson requested these crocs for Christmas!,"January 5, 2022",5.0
croc_review_5975,"My grandson says it is the most comfortable shoe he has ever worn. He loves them. They are easy to clean, too.","February 22, 2023",5.0
croc_review_5976,My grandson wanted some Crocs & I was honored to be the one to buy his first pair! He loves them & wants more!,"November 19, 2022",5.0
croc_review_5977,My grandson was happy with his shoes.,"January 9, 2022",5.0
croc_review_5978,My grandson was so excited to get his first pair of Converse!,"May 21, 2023",5.0
croc_review_5979,My grandsons want a pair now. An awesome fit.,"December 17, 2021",5.0
croc_review_5980,"My hubby just deployed to Iraq and e-mailed to say, ""Please send me some Crocs if you can find some in my size."" Everyone is using them for bath shoes. Yay for Zappos, who had both the desired neutral color and the hard to find size he needed. As always, the shipping was fast and free, and I sent them off to the hubs, who were very pleased. Thanks, Zappos!","February 11, 2011",5.0
croc_review_5981,"My hubby loves them, especially from being on his feet all day in the heat, or after hunting or fishing or whatever else the weekend calls for that can tire out his feet. He wears them all the time. We are looking into getting a pair without the ventilation holes for winter/rainy days for him now, so he can keep his feet comfy all the time. Too bad they don't come in camo! Hehe.","February 3, 2012",5.0
croc_review_5995,"My husband has the 1st pair, and he's wearing them everyday.","July 26, 2021",5.0
croc_review_5983,My husband LOVES these! They are always roomy enough for no show socks in the summer and very washable too.,"April 30, 2021",5.0
croc_review_5982,My husband LOVES these! He wears them everywhere!,"May 25, 2023",5.0
croc_review_5984,"My husband and I decided to get crocs for the first time ever, and we are in love! He gets the classic ones in all black and wears them everywhere. He usually wears a 10.5, so I got him an 11. Next time he wants to size down to a 10 b/c he says they are a little big.","July 6, 2021",5.0
croc_review_5986,My husband and I love our Crocs. We purchased them for our upcoming beach vacation.,"April 9, 2022",5.0
croc_review_5987,"My husband and I wore out our old crocs and needed new ones. I have plantar fasciitis, and crocs help to alleviate my foot pain. We love crocs!!","May 23, 2022",5.0
croc_review_5989,"My husband finally gave in and asked me to buy him crocs. I wasn't a fan in the beginning, but now he wears them all the time. Now he is asking for other colors to match his outfits.","July 29, 2022",5.0
croc_review_6057,"My husband's first pair, and he loves them.","July 18, 2021",5.0
croc_review_5991,My husband has big feet and trouble finding shoes in his size. He was so excited to get his crocks. Happy they come in larger sizes.,"July 27, 2021",5.0
croc_review_5992,My husband has flat feet and bunions. He's been wearing Crocs for years; it's all he'll wear and has them in several colors.,"May 13, 2021",5.0
croc_review_5993,"My husband has neuropathy & swears these are the most comfortable shoes he owns. He did not want them because of how ugly they are, but he says he is a convert.","November 9, 2022",5.0
croc_review_5994,"My husband has swelling in his feet, making it hard to slip his shoes on. I bought these for him, and they work perfectly. I can't speak to the size or width since I sized up a fair amount so they would fit. Fortunately, they fit him!","February 24, 2023",5.0
croc_review_5996,"My husband has wanted them for awhile, and he loves them. He says they are so comfortable.","August 23, 2021",5.0
croc_review_5997,My husband is 7ft and wears a size 18. It's hard for me to find comfortable shoes that fit and for a good price. I'm glad I took a chance on these. He loves them!,"October 11, 2021",5.0
croc_review_5998,My husband is a barber and on his feet all day long. I got these for him in hopes they may help. He is obsessed! They are easy to clean too.,"April 6, 2022",5.0
croc_review_5999,"My husband is a size 10 1/2, so after reading reviews, I decided to go with an 11 thinking there was a possibility they would be too big. He could get them on, but his toes were touching the front of the foot bed. We decided to go with a 12, and that was perfect. He has problem feet and said they were some of the most comfortable casual shoes he's had to date. Several family members aren't thrilled about the look of crocs but swear by them for comfort. Zappos is so easy to work with, I can't imagine using anyone else. Thank you Zappos workers.","April 6, 2021",5.0
croc_review_6000,My husband is really enjoying them... It's his first time wearing Crocs.,"April 14, 2021",5.0
croc_review_6001,My husband is very happy with the new blue Crocs. They are very comfortable and good quality.,"May 6, 2022",5.0
croc_review_6003,My husband keeps a pair by the front and back door and wears them every time he goes outside to take care of the dogs.,"January 6, 2022",5.0
croc_review_6004,"My husband last bought a pair of Crocs in 2009... They finally won't come clean anymore, so he wanted another pair, and he wanted the brightest RED... He is so happy with these!","November 14, 2021",5.0
croc_review_6005,"My husband likes his crocs and wears them out every 2-3 yrs, so this purchase was a replacement.","April 6, 2022",5.0
croc_review_6006,My husband likes them; he wears them as bedroom slippers inside because he can't go barefoot very comfortable.,"December 9, 2021",5.0
croc_review_6008,"My husband lives in his Crocs and wears out his old pair, so I got him these. I wish I had known that all Crocs do not have the same toe-box. I bought him a different clog first, and the toe-box is so tight, he can't wear them. The Classic Clog is very comfortable, and he's back to living in his Crocs.","July 26, 2021",5.0
croc_review_6026,My husband loves the shoes; they are very comfortable and affordable. I will order them for him more.,"May 12, 2022",5.0
croc_review_6031,My husband loves these because they're so comfortable.,"April 21, 2021",5.0
croc_review_6009,My husband loved his crocs! They are comfortable and easy to slip on!,"September 15, 2021",5.0
croc_review_6010,My husband loved his new crocs for Christmas!,"January 10, 2022",5.0
croc_review_6011,My husband loved it. It was very comfy.,"September 21, 2021",5.0
croc_review_6012,"My husband loved the clogs, but I wish they arrived on time for his birthday.","May 30, 2022",3.0
